CV,equilibration_time_ns
0.0,1.5185
0.2,2.3445
0.4,3.1225
0.6,1.0795000000000001
0.8,2.6925
1.0,0.5775
1.2,4.2615
1.4,5.8665
1.6,1.4445000000000001
1.8,1.5225
2.0,1.1115
2.2,8.9895
2.4,2.86
2.6,4.3435
2.8,5.71
3.0,6.6285
3.2,4.848
3.4,1.5030000000000001
3.6,3.994
3.8,3.994
4.0,3.361
