,Frame number,HADDOCK score
0,1,-73.2246
1,2,-66.1901
2,3,-60.6188
3,4,-68.3834
4,5,-72.4346
5,6,-68.6775
6,7,-67.7117
7,8,-62.0237
8,9,-66.0148
9,10,-76.9292
10,11,-63.8538
11,12,-68.8154
12,13,-68.0567
13,14,-62.9602
14,15,-74.5166
15,16,-68.0245
16,17,-72.9306
17,18,-71.0024
18,19,-76.3195
19,20,-64.3228
20,21,-71.3687
21,22,-71.7277
22,23,-75.2186
23,24,-74.2588
24,25,-74.0695
25,26,-70.9366
26,27,-75.4729
27,28,-73.9935
28,29,-63.605
29,30,-77.5828
30,31,-68.4234
31,32,-71.486
32,33,-77.6784
33,34,-81.179
34,35,-70.2148
35,36,-70.8639
36,37,-79.1502
37,38,-77.0288
38,39,-66.7212
39,40,-88.1384
40,41,-68.4799
41,42,-67.6396
42,43,-74.2995
43,44,-73.0421
44,45,-63.5822
45,46,-66.9493
46,47,-73.8696
47,48,-69.4963
48,49,-63.5989
49,50,-75.2722
50,51,-69.841
51,52,-81.6084
52,53,-70.511
53,54,-67.9476
54,55,-67.3557
55,56,-72.307
56,57,-74.4855
57,58,-69.8684
58,59,-60.6021
59,60,-63.2722
60,61,-67.9201
61,62,-61.6664
62,63,-65.9543
63,64,-63.275
64,65,-62.2697
65,66,-60.3489
66,67,-62.6696
67,68,-57.2013
68,69,-53.6371
69,70,-63.4527
70,71,-68.3753
71,72,-72.4883
72,73,-70.2658
73,74,-60.8535
74,75,-65.1134
75,76,-70.457
76,77,-68.1432
77,78,-55.5163
78,79,-64.9235
79,80,-66.2126
80,81,-63.5199
81,82,-61.9608
82,83,-66.6748
83,84,-62.9669
84,85,-57.5854
85,86,-57.901
86,87,-67.5686
87,88,-70.8388
88,89,-65.969
89,90,-64.8133
90,91,-74.9942
91,92,-67.7752
92,93,-66.4697
93,94,-64.1343
94,95,-68.3333
95,96,-66.5502
96,97,-77.3742
97,98,-63.6552
98,99,-64.4748
99,100,-50.8723
