,Frame number,HADDOCK score
0,1,-158.9824
1,2,-152.6994
2,3,-155.5857
3,4,-164.3438
4,5,-180.3121
5,6,-167.0571
6,7,-148.4321
7,8,-160.6681
8,9,-157.7089
9,10,-160.2695
10,11,-162.6552
11,12,-153.4282
12,13,-153.8923
13,14,-164.6145
14,15,-154.9083
15,16,-162.8772
16,17,-153.3512
17,18,-159.3689
18,19,-150.1782
19,20,-157.5739
20,21,-159.4655
21,22,-154.357
22,23,-156.0424
23,24,-149.9563
24,25,-136.7394
25,26,-153.2313
26,27,-178.0637
27,28,-157.1449
28,29,-168.0781
29,30,-177.3276
30,31,-159.5207
31,32,-161.1923
32,33,-167.0668
33,34,-167.4349
34,35,-174.3741
35,36,-181.3261
36,37,-177.3192
37,38,-172.769
38,39,-170.6529
39,40,-171.6681
40,41,-180.4405
41,42,-169.4285
42,43,-180.9756
43,44,-156.3578
44,45,-167.8275
45,46,-192.3664
46,47,-158.297
47,48,-187.3566
48,49,-159.0159
49,50,-156.3941
50,51,-173.4215
51,52,-166.1488
52,53,-188.4162
53,54,-182.5993
54,55,-190.6695
55,56,-173.1053
56,57,-167.9872
57,58,-174.6176
58,59,-171.1791
59,60,-180.5711
60,61,-186.0186
61,62,-187.7611
62,63,-170.5172
63,64,-182.2272
64,65,-179.4974
65,66,-179.33
66,67,-177.3796
67,68,-178.523
68,69,-163.8486
69,70,-172.9039
70,71,-168.6111
71,72,-169.9099
72,73,-174.0251
73,74,-188.8244
74,75,-151.8912
75,76,-179.5571
76,77,-172.3623
77,78,-183.2132
78,79,-164.6524
79,80,-169.4481
80,81,-166.9495
81,82,-165.7938
82,83,-174.2042
83,84,-182.0075
84,85,-193.7876
85,86,-187.1323
86,87,-196.3745
87,88,-175.3902
88,89,-187.9772
89,90,-166.5926
90,91,-180.9966
91,92,-182.9104
92,93,-189.048
93,94,-177.0222
94,95,-146.0162
95,96,-149.4616
96,97,-172.0638
97,98,-165.5072
98,99,-171.0111
99,100,-182.5905
