sampling_time_ns,dg_kcal_mol
10,-17.5040449566291
12,-17.353508911595394
14,-18.54277291254694
16,-18.77365809943981
18,-19.52453081552305
20,-19.50922350172701
22,-20.24567409140405
24,-20.080591574638778
26,-20.228796404259228
28,-20.187242031149395
30,-20.319048736608075
