CV,equilibration_time_ns
0.0,1.0955
0.2,8.7125
0.4,3.2495000000000003
0.6,1.1435
0.8,7.5555
1.0,3.7775
1.2,3.2905
1.4,3.6175
1.6,8.8115
1.8,7.6495
2.0,0.8805000000000001
2.2,0.7635000000000001
2.4,2.168
2.6,8.8335
