CV,equilibration_time_ns
0.0,3.8385000000000002
0.2,0.7775
0.4,5.6375
0.6,4.7545
0.8,7.0355
1.0,7.7665
1.2,8.7405
1.4,8.1085
1.6,5.7285
1.8,3.3935
2.0,3.5255
2.2,9.0005
2.4,9.0
2.6,6.3835
2.8,6.942
3.0,7.089
3.2,7.767
