CV,equilibration_time_ns
0.9,0.5585
0.95,0.0005
1.0,8.6015
1.05,8.8175
1.1,8.2635
1.15,5.2255
1.2,1.0155
1.25,1.3095
1.3,0.1065
1.35,6.9235
1.4,0.1005
1.45,4.7445
1.5,0.7415
1.55,1.0825
1.6,0.0445
1.65,0.0205
1.7,0.23450000000000001
1.75,0.3845
1.8,0.0175
1.85,0.14150000000000001
1.9,1.7845
1.95,0.0425
2.0,0.0005
2.05,0.0015
2.1,0.3415
2.2,0.1445
2.3,0.0525
2.4,0.0005
2.5,0.0075
2.6,0.1515
2.7,0.0145
2.8,0.5685
2.9,0.2425
3.0,0.4215
