,Frame number,HADDOCK score
0,1,-130.2883
1,2,-107.573
2,3,-98.1453
3,4,-119.0291
4,5,-104.5382
5,6,-134.7174
6,7,-120.5503
7,8,-115.5414
8,9,-132.0948
9,10,-118.0929
10,11,-121.9324
11,12,-136.9042
12,13,-134.7133
13,14,-120.1768
14,15,-126.1402
15,16,-124.7714
16,17,-128.4511
17,18,-110.4604
18,19,-116.5864
19,20,-118.9193
20,21,-120.04
21,22,-112.2534
22,23,-110.8375
23,24,-115.6896
24,25,-93.5082
25,26,-96.0905
26,27,-118.6553
27,28,-130.65
28,29,-104.3806
29,30,-115.811
30,31,-121.9288
31,32,-104.556
32,33,-104.8772
33,34,-95.1614
34,35,-71.9426
35,36,-112.0566
36,37,-103.3912
37,38,-103.775
38,39,-98.1722
39,40,-101.3452
40,41,-112.5692
41,42,-97.6624
42,43,-98.3771
43,44,-94.5574
44,45,-104.6126
45,46,-102.5844
46,47,-94.2025
47,48,-100.7261
48,49,-98.0334
49,50,-99.4344
50,51,-89.0556
51,52,-97.2646
52,53,-91.0426
53,54,-100.1901
54,55,-104.8576
55,56,-102.6793
56,57,-116.8766
57,58,-107.0791
58,59,-112.5432
59,60,-120.3506
60,61,-114.8226
61,62,-98.2637
62,63,-131.2294
63,64,-136.1229
64,65,-122.3622
65,66,-114.5423
66,67,-115.6762
67,68,-119.1024
68,69,-117.3296
69,70,-124.6409
70,71,-114.1065
71,72,-113.0315
72,73,-118.6878
73,74,-128.9444
74,75,-120.1641
75,76,-120.2757
76,77,-120.4829
77,78,-106.8087
78,79,-117.5849
79,80,-114.8572
80,81,-130.8985
81,82,-128.9205
82,83,-106.6793
83,84,-123.2058
84,85,-112.6537
85,86,-122.3027
86,87,-126.3727
87,88,-110.3838
88,89,-119.6047
89,90,-118.0958
90,91,-129.6793
91,92,-125.0392
92,93,-135.9852
93,94,-115.4914
94,95,-116.3451
95,96,-133.0561
96,97,-123.4697
97,98,-114.1146
98,99,-98.0138
99,100,-116.707
