CV,equilibration_time_ns
0.0,6.1005
0.2,4.7445
0.4,6.460500000000001
0.6,0.2985
0.8,4.7495
1.0,7.8795
1.2,4.4835
1.4,2.3445
1.6,2.8005
1.8,8.7565
2.0,5.3085
2.2,6.8085
2.4,3.994
2.6,9.0005
2.8,3.58
3.0,8.150500000000001
3.2,8.246
