,Frame number,HADDOCK score
0,1,-75.1827
1,2,-77.6947
2,3,-77.9836
3,4,-81.5485
4,5,-74.9184
5,6,-69.1614
6,7,-68.7416
7,8,-76.5935
8,9,-73.6488
9,10,-57.599
10,11,-66.4903
11,12,-63.3099
12,13,-73.6677
13,14,-61.5084
14,15,-62.9182
15,16,-72.7236
16,17,-61.7166
17,18,-61.549
18,19,-66.634
19,20,-70.0226
20,21,-76.5227
21,22,-68.261
22,23,-68.0844
23,24,-62.9955
24,25,-80.9691
25,26,-76.6467
26,27,-82.7654
27,28,-75.1789
28,29,-75.9844
29,30,-73.7969
30,31,-68.3722
31,32,-69.6707
32,33,-69.8279
33,34,-67.8601
34,35,-61.6935
35,36,-67.7129
36,37,-67.3605
37,38,-70.3882
38,39,-69.4449
39,40,-67.3944
40,41,-69.8175
41,42,-82.7178
42,43,-91.896
43,44,-77.5182
44,45,-71.4843
45,46,-74.0269
46,47,-66.4216
47,48,-57.1299
48,49,-67.5644
49,50,-71.1004
50,51,-77.0287
51,52,-56.8953
52,53,-73.6747
53,54,-75.6155
54,55,-67.2103
55,56,-69.9069
56,57,-76.6518
57,58,-71.8675
58,59,-78.0621
59,60,-70.7995
60,61,-71.9318
61,62,-73.9173
62,63,-68.5966
63,64,-68.4001
64,65,-73.0796
65,66,-77.9824
66,67,-70.4675
67,68,-62.314
68,69,-61.936
69,70,-68.0544
70,71,-69.4681
71,72,-74.7139
72,73,-80.8638
73,74,-65.9759
74,75,-75.028
75,76,-72.4888
76,77,-66.4816
77,78,-68.0087
78,79,-67.7336
79,80,-73.036
80,81,-71.0007
81,82,-61.6403
82,83,-71.3124
83,84,-75.6958
84,85,-69.8329
85,86,-74.4181
86,87,-73.459
87,88,-72.195
88,89,-74.9411
89,90,-74.345
90,91,-76.7294
91,92,-69.2071
92,93,-72.8399
93,94,-69.7959
94,95,-67.7025
95,96,-72.5824
96,97,-63.7862
97,98,-80.1928
98,99,-69.8992
99,100,-79.2005
