CV,equilibration_time_ns
0.0,0.2985
0.2,2.1685
0.4,5.3585
0.6,0.5255
0.8,1.9425000000000001
1.0,3.5215
1.2,3.0625
1.4,7.1495
1.6,8.6285
1.8,3.2625
2.0,0.8885000000000001
2.2,5.0925
2.4,4.774
2.6,7.5575
2.8,7.304
3.0,3.8850000000000002
