,Frame number,HADDOCK score
0,1,-60.9892
1,2,-54.2595
2,3,-53.625
3,4,-54.0355
4,5,-46.5692
5,6,-51.7372
6,7,-54.5684
7,8,-57.7065
8,9,-59.4582
9,10,-38.34
10,11,-63.517
11,12,-57.4155
12,13,-50.2362
13,14,-52.5207
14,15,-56.3912
15,16,-58.8387
16,17,-55.3313
17,18,-57.852
18,19,-48.2085
19,20,-57.2893
20,21,-49.7113
21,22,-48.9941
22,23,-54.0009
23,24,-67.0878
24,25,-47.0768
25,26,-56.7459
26,27,-53.3298
27,28,-44.349
28,29,-54.8947
29,30,-52.6382
30,31,-60.1969
31,32,-56.7574
32,33,-58.8684
33,34,-31.1864
34,35,-46.106
35,36,-51.3867
36,37,-64.181
37,38,-57.3884
38,39,-60.9322
39,40,-55.4696
40,41,-59.3157
41,42,-59.0081
42,43,-52.6396
43,44,-64.4823
44,45,-56.4218
45,46,-57.9272
46,47,-62.7471
47,48,-50.5558
48,49,-57.931
49,50,-63.1151
50,51,-57.0391
51,52,-45.7193
52,53,-52.3063
53,54,-48.2962
54,55,-43.6426
55,56,-54.677
56,57,-62.4821
57,58,-61.442
58,59,-62.4797
59,60,-53.9211
60,61,-47.0908
61,62,-56.7473
62,63,-48.0702
63,64,-65.3791
64,65,-58.6763
65,66,-55.98
66,67,-68.5504
67,68,-60.7935
68,69,-65.9789
69,70,-47.7944
70,71,-67.8316
71,72,-61.7965
72,73,-59.0352
73,74,-73.3219
74,75,-63.0399
75,76,-63.429
76,77,-54.1161
77,78,-61.561
78,79,-53.084
79,80,-39.2114
80,81,-60.5569
81,82,-60.0677
82,83,-56.7328
83,84,-60.252
84,85,-54.082
85,86,-66.2517
86,87,-68.1348
87,88,-55.3521
88,89,-61.7888
89,90,-45.0205
90,91,-48.5057
91,92,-51.7379
92,93,-50.7097
93,94,-52.209
94,95,-48.1444
95,96,-54.0173
96,97,-40.8039
97,98,-53.1837
98,99,-47.4027
99,100,-47.4461
