,Frame number,HADDOCK score
0,1,-147.4143
1,2,-132.2017
2,3,-130.8844
3,4,-129.5277
4,5,-132.8997
5,6,-129.7388
6,7,-124.1139
7,8,-119.5972
8,9,-120.1297
9,10,-139.4695
10,11,-139.8826
11,12,-144.6763
12,13,-130.4354
13,14,-139.752
14,15,-135.6381
15,16,-151.5666
16,17,-139.5489
17,18,-138.8351
18,19,-133.3717
19,20,-134.9089
20,21,-138.3364
21,22,-127.1487
22,23,-128.5586
23,24,-139.4036
24,25,-140.2704
25,26,-147.6265
26,27,-125.0058
27,28,-126.8208
28,29,-121.8248
29,30,-131.9045
30,31,-124.3889
31,32,-113.0608
32,33,-135.9324
33,34,-131.2503
34,35,-123.494
35,36,-134.1785
36,37,-129.2371
37,38,-136.429
38,39,-133.1393
39,40,-130.2951
40,41,-117.4654
41,42,-134.258
42,43,-135.034
43,44,-139.9035
44,45,-135.0392
45,46,-145.9753
46,47,-138.6613
47,48,-139.6719
48,49,-160.2568
49,50,-144.3094
50,51,-161.0418
51,52,-131.0186
52,53,-134.5299
53,54,-137.7479
54,55,-135.6636
55,56,-134.7828
56,57,-139.2015
57,58,-140.6701
58,59,-128.7415
59,60,-123.3259
60,61,-127.4905
61,62,-141.5058
62,63,-123.034
63,64,-134.8548
64,65,-143.9964
65,66,-133.1664
66,67,-119.3111
67,68,-127.3861
68,69,-126.4681
69,70,-130.1501
70,71,-127.0167
71,72,-130.351
72,73,-111.6786
73,74,-133.1328
74,75,-112.1846
75,76,-123.1735
76,77,-123.0975
77,78,-117.1283
78,79,-121.469
79,80,-132.8919
80,81,-142.2604
81,82,-130.0306
82,83,-119.5371
83,84,-126.6877
84,85,-138.3887
85,86,-131.3038
86,87,-137.6122
87,88,-126.6709
88,89,-130.8835
89,90,-132.9732
90,91,-153.0962
91,92,-131.2322
92,93,-135.9864
93,94,-140.2408
94,95,-140.456
95,96,-149.7772
96,97,-127.5269
97,98,-151.81
98,99,-148.7866
99,100,-129.6646
