CV,equilibration_time_ns
0.0,0.4985
0.2,6.8115000000000006
0.4,1.3545
0.6,4.6735
0.8,7.8425
1.0,3.1265
1.2,5.8955
1.4,4.2075000000000005
1.6,7.1925
1.8,5.0895
2.0,8.9655
2.2,4.3715
2.4,4.149
2.6,1.1255
2.8,6.706
3.0,7.1885
