sampling_time_ns,dg_repeat1,dg_repeat2,dg_repeat3,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,-11.88700997261781,-18.86536542651191,-16.129901655505968,-15.627425684878562,3.516208581130655,2.030083970842656
12,-12.294955317403891,-18.64102178620425,-16.320391131650794,-15.75212274508631,3.2109712901214964,1.853855138711806
14,-12.54593014845597,-18.974934774861048,-15.71403784684001,-15.744967590052342,3.214613912796661,1.8559582078938683
16,-12.871976881806814,-19.171500406972765,-15.628004816914643,-15.890494035231407,3.1579541800553756,1.823245695943475
18,-13.177176387943472,-18.78465853677298,-15.48179017856893,-15.814541701095129,2.818511432328779,1.6272683341690584
20,-13.478691144605252,-18.438013886431445,-15.550961819973828,-15.822555617003509,2.4907916226246964,1.4380592138176334
22,-13.621927088146805,-18.187047269441518,-15.570553484988547,-15.793175947525624,2.2906879180795494,1.3225292861326514
24,-13.775844288490008,-18.06948284996801,-15.610139669956446,-15.818488936138154,2.1543885644636083,1.2438368176321157
26,-13.989918655282189,-17.700948557050516,-15.707125958296963,-15.799331056876555,1.8572323678279234,1.0722736075131378
28,-14.080565208382604,-17.32981583034982,-15.575600327619558,-15.661993788783994,1.626347218058789,0.9389720041420409
30,-14.150755601266615,-17.189300873336293,-15.45712921373288,-15.599061896111929,1.524236860645265,0.8800185618022939
