,Frame number,HADDOCK score
0,1,-47.8781
1,2,-52.3988
2,3,-55.5349
3,4,-53.1547
4,5,-52.8613
5,6,-49.6516
6,7,-59.3262
7,8,-66.5687
8,9,-59.033
9,10,-51.1509
10,11,-49.2784
11,12,-55.3772
12,13,-66.8813
13,14,-45.5258
14,15,-46.4476
15,16,-46.3588
16,17,-59.5731
17,18,-62.7324
18,19,-58.6409
19,20,-48.6848
20,21,-52.3344
21,22,-65.2417
22,23,-57.4384
23,24,-55.8063
24,25,-70.4168
25,26,-52.9441
26,27,-43.0956
27,28,-56.1853
28,29,-47.7766
29,30,-55.1048
30,31,-58.0001
31,32,-66.2762
32,33,-59.2767
33,34,-54.6205
34,35,-65.4419
35,36,-40.5212
36,37,-52.0937
37,38,-57.1735
38,39,-67.6175
39,40,-58.4169
40,41,-61.8363
41,42,-69.3803
42,43,-76.7049
43,44,-64.8458
44,45,-88.2438
45,46,-73.7529
46,47,-73.0412
47,48,-77.4901
48,49,-77.2111
49,50,-66.1475
50,51,-63.1707
51,52,-68.6817
52,53,-66.7357
53,54,-69.7494
54,55,-74.6041
55,56,-74.0394
56,57,-72.298
57,58,-63.2277
58,59,-55.3494
59,60,-60.8026
60,61,-67.5145
61,62,-65.1624
62,63,-66.7105
63,64,-61.3686
64,65,-65.42
65,66,-72.0785
66,67,-71.1033
67,68,-81.8084
68,69,-57.3758
69,70,-69.5741
70,71,-70.6842
71,72,-53.32
72,73,-58.5525
73,74,-51.0756
74,75,-53.1559
75,76,-58.7212
76,77,-60.8799
77,78,-72.0137
78,79,-72.5396
79,80,-66.2793
80,81,-76.2801
81,82,-68.3975
82,83,-81.8599
83,84,-85.3566
84,85,-78.5123
85,86,-75.4635
86,87,-73.5485
87,88,-72.4628
88,89,-62.0019
89,90,-69.3416
90,91,-50.6329
91,92,-65.194
92,93,-68.7936
93,94,-69.6266
94,95,-63.0496
95,96,-60.7006
96,97,-56.6635
97,98,-72.0382
98,99,-61.2678
99,100,-60.2548
