sampling_time_ns,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,1.772639522768446,0.01415575545794295,0.008172829224225877
12,1.7907969976912426,0.012946930405825003,0.0074749137549824166
14,1.8091318466782953,0.01182448409815547,0.00682686907709851
16,1.825758805192508,0.016321883393171848,0.009423443770729449
18,1.8378313511420348,0.012496112458280592,0.007214633891612136
20,1.846829552252639,0.007999019591808813,0.004618236114583909
