sampling_time_ns,dg_kcal_mol
10,-14.833543199403815
12,-15.584385977939855
14,-15.475520065192367
16,-15.170938211231388
18,-14.825056375928627
20,-14.801493216406051
22,-15.014638482944626
24,-15.172341129245792
26,-15.450736250919254
28,-15.469770304696283
30,-15.45712921373288
