,Frame number,HADDOCK score
0,1,-74.7959
1,2,-71.352
2,3,-70.8102
3,4,-75.0993
4,5,-77.6322
5,6,-64.1755
6,7,-62.3031
7,8,-60.6684
8,9,-70.3848
9,10,-59.9886
10,11,-55.6972
11,12,-63.8884
12,13,-52.917
13,14,-61.8543
14,15,-62.339
15,16,-55.876
16,17,-59.1406
17,18,-62.8366
18,19,-80.5305
19,20,-74.0801
20,21,-65.1847
21,22,-68.2916
22,23,-61.8198
23,24,-67.7385
24,25,-63.2303
25,26,-65.4155
26,27,-70.3053
27,28,-65.7533
28,29,-66.2407
29,30,-66.4863
30,31,-69.9966
31,32,-63.7371
32,33,-60.0763
33,34,-66.193
34,35,-60.7528
35,36,-46.7986
36,37,-57.5488
37,38,-59.463
38,39,-67.4801
39,40,-53.297
40,41,-55.5453
41,42,-55.2365
42,43,-63.4322
43,44,-67.9115
44,45,-83.0388
45,46,-77.5096
46,47,-70.8938
47,48,-68.7625
48,49,-67.4287
49,50,-57.91
50,51,-57.6389
51,52,-70.2876
52,53,-70.6157
53,54,-67.2466
54,55,-68.5875
55,56,-72.8423
56,57,-73.0312
57,58,-74.6126
58,59,-65.0966
59,60,-68.0676
60,61,-77.5983
61,62,-68.3967
62,63,-74.6659
63,64,-67.6427
64,65,-72.3449
65,66,-77.6615
66,67,-63.1656
67,68,-70.5479
68,69,-58.0445
69,70,-73.7724
70,71,-75.4643
71,72,-70.7134
72,73,-65.0409
73,74,-71.9073
74,75,-65.0227
75,76,-68.1093
76,77,-80.8703
77,78,-87.6639
78,79,-89.4699
79,80,-91.7917
80,81,-88.9239
81,82,-79.7597
82,83,-80.2153
83,84,-81.503
84,85,-83.3586
85,86,-79.0932
86,87,-78.7126
87,88,-85.7418
88,89,-73.6507
89,90,-87.2842
90,91,-86.4192
91,92,-80.8253
92,93,-78.0711
93,94,-82.6626
94,95,-83.1047
95,96,-91.3833
96,97,-80.6165
97,98,-75.838
98,99,-77.4997
99,100,-86.3698
