CV,equilibration_time_ns
0.9,2.0435
0.95,6.3415
1.0,3.0915
1.05,4.1495
1.1,7.3695
1.15,4.6355
1.2,5.1135
1.25,3.3985
1.3,3.1945
1.35,6.6415
1.4,5.3805000000000005
1.45,1.3015
1.5,2.2185
1.55,0.0005
1.6,0.0005
1.65,0.8125
1.7,0.1545
1.75,2.3625000000000003
1.8,0.029500000000000002
1.85,0.3775
1.9,0.1395
1.95,0.3195
2.0,0.0645
2.05,0.0005
2.1,0.2715
2.2,0.0045000000000000005
2.3,0.0005
2.4,0.4035
2.5,0.0005
2.6,0.1985
2.7,0.0015
2.8,0.0005
2.9,0.1615
3.0,0.021500000000000002
