sampling_time_ns,dg_kcal_mol
10,-9.8727440559429
12,-11.309033489956477
14,-11.555542608345574
16,-11.767382692497085
18,-11.768298144253425
20,-11.9194998005789
22,-12.160830007024842
24,-12.011533971750627
26,-11.842052942330014
28,-11.597703798362787
30,-11.561202167571595
