CV,equilibration_time_ns
0.0,6.166
0.2,6.098
0.4,3.725
0.6,0.9430000000000001
0.8,0.712
1.0,2.887
1.2,1.669
1.4,1.258
1.6,4.821
1.8,7.893
2.0,6.808
2.2,5.625
2.4,1.822
2.6,7.47
2.8,7.075
3.0,4.367
3.2,4.162
