,Frame number,HADDOCK score
0,1,-167.0804
1,2,-173.4847
2,3,-164.3607
3,4,-151.2369
4,5,-187.4521
5,6,-125.1363
6,7,-145.079
7,8,-170.7039
8,9,-154.5842
9,10,-133.1771
10,11,-181.0841
11,12,-167.3313
12,13,-180.5437
13,14,-149.4817
14,15,-156.2682
15,16,-160.9346
16,17,-141.5556
17,18,-146.6086
18,19,-124.6946
19,20,-139.4027
20,21,-142.7258
21,22,-156.7782
22,23,-165.8492
23,24,-147.9662
24,25,-144.8961
25,26,-149.3544
26,27,-154.2446
27,28,-160.8565
28,29,-141.3728
29,30,-148.2315
30,31,-132.2253
31,32,-139.8594
32,33,-140.3862
33,34,-144.9422
34,35,-158.3217
35,36,-157.4226
36,37,-127.537
37,38,-131.1843
38,39,-155.8934
39,40,-138.2817
40,41,-146.4415
41,42,-156.8368
42,43,-145.3439
43,44,-162.3479
44,45,-154.8753
45,46,-143.1098
46,47,-145.0572
47,48,-157.3937
48,49,-166.3815
49,50,-140.9718
50,51,-136.7592
51,52,-119.5209
52,53,-156.1865
53,54,-139.2008
54,55,-156.6165
55,56,-152.2928
56,57,-164.2008
57,58,-128.5612
58,59,-153.745
59,60,-151.3272
60,61,-161.9435
61,62,-162.457
62,63,-169.0467
63,64,-157.141
64,65,-157.4344
65,66,-155.0644
66,67,-161.5564
67,68,-174.0312
68,69,-180.0827
69,70,-195.0625
70,71,-172.6579
71,72,-195.4595
72,73,-179.9092
73,74,-178.4239
74,75,-200.5193
75,76,-220.8263
76,77,-216.8823
77,78,-198.498
78,79,-219.8952
79,80,-215.3432
80,81,-210.0293
81,82,-209.498
82,83,-202.0008
83,84,-210.3951
84,85,-243.5116
85,86,-211.0053
86,87,-213.6929
87,88,-201.7391
88,89,-227.8923
89,90,-187.8495
90,91,-237.099
91,92,-223.8823
92,93,-216.1348
93,94,-217.6192
94,95,-211.4997
95,96,-225.6893
96,97,-197.96
97,98,-201.7588
98,99,-231.3313
99,100,-236.2175
