,Frame number,HADDOCK score
0,1,-140.5594
1,2,-172.1166
2,3,-147.4755
3,4,-158.4343
4,5,-154.5557
5,6,-154.057
6,7,-164.2408
7,8,-156.5155
8,9,-147.7045
9,10,-149.1135
10,11,-138.1736
11,12,-167.7423
12,13,-153.727
13,14,-149.0205
14,15,-138.8707
15,16,-142.9526
16,17,-154.1661
17,18,-165.0099
18,19,-142.6275
19,20,-157.0921
20,21,-171.7758
21,22,-141.1251
22,23,-161.4137
23,24,-141.4646
24,25,-154.4213
25,26,-162.9036
26,27,-162.9887
27,28,-148.0858
28,29,-164.0409
29,30,-155.6436
30,31,-161.2486
31,32,-159.8532
32,33,-179.7203
33,34,-160.1921
34,35,-168.2158
35,36,-171.7453
36,37,-157.9839
37,38,-165.6991
38,39,-160.0494
39,40,-174.0265
40,41,-150.5245
41,42,-145.1437
42,43,-160.5999
43,44,-179.8952
44,45,-172.9295
45,46,-163.1999
46,47,-178.3625
47,48,-185.5712
48,49,-168.2618
49,50,-180.6196
50,51,-185.7468
51,52,-182.9522
52,53,-152.565
53,54,-161.2696
54,55,-160.7129
55,56,-177.218
56,57,-181.9616
57,58,-171.2307
58,59,-162.7439
59,60,-163.6767
60,61,-156.0484
61,62,-155.0163
62,63,-164.4733
63,64,-179.754
64,65,-171.7619
65,66,-148.1207
66,67,-162.4699
67,68,-150.9817
68,69,-145.3982
69,70,-162.1407
70,71,-163.8927
71,72,-160.2291
72,73,-162.9487
73,74,-151.0965
74,75,-152.3716
75,76,-161.7913
76,77,-155.9992
77,78,-153.7462
78,79,-155.8266
79,80,-168.6383
80,81,-162.1041
81,82,-146.846
82,83,-170.3525
83,84,-164.0818
84,85,-180.4952
85,86,-162.3048
86,87,-166.3265
87,88,-165.5892
88,89,-176.1042
89,90,-196.4262
90,91,-171.2348
91,92,-182.3713
92,93,-188.0914
93,94,-195.7924
94,95,-174.3491
95,96,-150.8006
96,97,-164.443
97,98,-170.1268
98,99,-170.821
99,100,-180.1445
