CV,equilibration_time_ns
0.9,6.7725
0.95,4.0865
1.0,1.0705
1.05,2.0145
1.1,8.8155
1.15,2.4235
1.2,2.3445
1.25,0.0005
1.3,2.2735
1.35,0.5725
1.4,2.5365
1.45,2.0255
1.5,2.6125000000000003
1.55,0.0005
1.6,0.0135
1.65,0.3875
1.7,0.0055
1.75,0.0055
1.8,0.1285
1.85,0.0055
1.9,3.6175
1.95,0.0005
2.0,1.3985
2.05,0.0235
2.1,0.1005
2.2,0.0115
2.3,0.0005
2.4,0.0005
2.5,0.0005
2.6,0.4525
2.7,0.0145
2.8,0.278
2.9,0.8260000000000001
3.0,0.0
