sampling_time_ns,dg_kcal_mol
10,-22.12977221450932
12,-21.859207251289753
14,-21.759229969826908
16,-21.550701313533185
18,-21.678562298449574
20,-21.523556803874094
22,-21.356438800370153
24,-21.48862828390542
26,-21.35788026138508
28,-21.261796528822387
30,-21.144621472859356
