CV,equilibration_time_ns
0.0,0.11950000000000001
0.2,3.9115
0.4,2.8615
0.6,7.061
0.8,0.1005
1.0,0.0465
1.2,4.9845
1.4,0.2985
1.6,8.6685
1.8,2.7465
2.0,6.694500000000001
2.2,5.0305
2.4,0.4
2.6,6.9225
