,Frame number,HADDOCK score
0,1,-65.5371
1,2,-73.2992
2,3,-70.6041
3,4,-71.9266
4,5,-65.907
5,6,-71.2915
6,7,-64.886
7,8,-68.2538
8,9,-69.1121
9,10,-64.2331
10,11,-59.8775
11,12,-49.4536
12,13,-59.5059
13,14,-59.0478
14,15,-55.8419
15,16,-59.2828
16,17,-63.2797
17,18,-62.2081
18,19,-63.2556
19,20,-64.4466
20,21,-63.4129
21,22,-57.2921
22,23,-53.8642
23,24,-56.3331
24,25,-56.0137
25,26,-59.0115
26,27,-56.1531
27,28,-62.9979
28,29,-67.0035
29,30,-57.2596
30,31,-56.5953
31,32,-64.0316
32,33,-70.3879
33,34,-58.9665
34,35,-66.815
35,36,-68.4636
36,37,-67.6413
37,38,-49.6965
38,39,-49.9247
39,40,-56.7683
40,41,-54.1945
41,42,-67.9388
42,43,-59.1445
43,44,-60.2198
44,45,-53.9969
45,46,-60.3978
46,47,-61.0029
47,48,-61.1456
48,49,-68.7219
49,50,-73.9713
50,51,-62.1487
51,52,-68.7121
52,53,-64.2724
53,54,-68.3033
54,55,-72.6298
55,56,-70.8751
56,57,-62.7707
57,58,-62.1509
58,59,-63.3538
59,60,-62.0232
60,61,-58.2186
61,62,-66.1456
62,63,-64.824
63,64,-62.6875
64,65,-58.8364
65,66,-62.9607
66,67,-59.1034
67,68,-57.7802
68,69,-61.6604
69,70,-58.1763
70,71,-66.8727
71,72,-60.2831
72,73,-56.3967
73,74,-59.8322
74,75,-56.9583
75,76,-52.4319
76,77,-57.6136
77,78,-67.6217
78,79,-56.9792
79,80,-62.8162
80,81,-63.1167
81,82,-60.0809
82,83,-68.6316
83,84,-62.8883
84,85,-60.5819
85,86,-64.3648
86,87,-61.6583
87,88,-70.3916
88,89,-58.688
89,90,-76.9834
90,91,-68.7903
91,92,-73.0408
92,93,-66.6207
93,94,-65.5252
94,95,-74.8375
95,96,-70.2462
96,97,-64.1153
97,98,-80.8894
98,99,-60.1535
99,100,-66.0598
