,Frame number,HADDOCK score
0,1,-165.4674
1,2,-159.7112
2,3,-151.163
3,4,-118.2109
4,5,-136.8231
5,6,-147.4193
6,7,-147.4084
7,8,-142.0197
8,9,-134.8793
9,10,-125.9444
10,11,-142.174
11,12,-167.4181
12,13,-151.2259
13,14,-141.2603
14,15,-138.9619
15,16,-138.0685
16,17,-134.7395
17,18,-124.2599
18,19,-137.9568
19,20,-130.7284
20,21,-134.4575
21,22,-119.4742
22,23,-147.7258
23,24,-127.5004
24,25,-145.7484
25,26,-122.6359
26,27,-122.5398
27,28,-134.9236
28,29,-131.7687
29,30,-130.3464
30,31,-135.3239
31,32,-138.1213
32,33,-137.6006
33,34,-128.9223
34,35,-164.1219
35,36,-143.5074
36,37,-139.0628
37,38,-136.8426
38,39,-136.3711
39,40,-141.4839
40,41,-161.7399
41,42,-173.8811
42,43,-162.9609
43,44,-140.9828
44,45,-148.1332
45,46,-166.2414
46,47,-165.3694
47,48,-153.0328
48,49,-168.6768
49,50,-138.1079
50,51,-146.6452
51,52,-134.1705
52,53,-124.5857
53,54,-141.8872
54,55,-137.9487
55,56,-136.1305
56,57,-147.9588
57,58,-145.3354
58,59,-123.8694
59,60,-130.8942
60,61,-143.8994
61,62,-142.3612
62,63,-160.084
63,64,-149.1519
64,65,-149.8574
65,66,-142.9196
66,67,-139.5026
67,68,-152.4378
68,69,-167.7269
69,70,-148.6002
70,71,-135.0096
71,72,-131.4027
72,73,-134.5656
73,74,-151.4517
74,75,-159.7915
75,76,-166.7851
76,77,-146.6537
77,78,-169.5462
78,79,-169.8486
79,80,-139.0567
80,81,-156.6716
81,82,-160.4711
82,83,-158.4158
83,84,-158.5915
84,85,-153.3432
85,86,-170.5967
86,87,-141.1816
87,88,-152.7816
88,89,-152.3608
89,90,-138.1703
90,91,-141.0694
91,92,-153.7129
92,93,-152.2567
93,94,-171.5303
94,95,-165.154
95,96,-143.8156
96,97,-130.5246
97,98,-135.6998
98,99,-157.713
99,100,-165.802
