,Frame number,HADDOCK score
0,1,-155.6698
1,2,-150.9116
2,3,-168.1388
3,4,-166.9736
4,5,-158.9796
5,6,-173.6207
6,7,-158.614
7,8,-160.0165
8,9,-147.5619
9,10,-145.7442
10,11,-134.9274
11,12,-148.6888
12,13,-161.7606
13,14,-151.2402
14,15,-144.7515
15,16,-155.6277
16,17,-146.7492
17,18,-142.0091
18,19,-130.8077
19,20,-132.7932
20,21,-125.714
21,22,-136.0016
22,23,-137.0448
23,24,-127.9291
24,25,-149.6637
25,26,-133.3137
26,27,-151.4477
27,28,-118.3353
28,29,-153.9937
29,30,-136.6912
30,31,-157.8538
31,32,-153.3543
32,33,-145.9691
33,34,-177.0348
34,35,-170.6307
35,36,-170.5768
36,37,-138.192
37,38,-133.8081
38,39,-158.6578
39,40,-152.1168
40,41,-150.9229
41,42,-138.5748
42,43,-136.645
43,44,-146.0933
44,45,-151.8766
45,46,-161.4384
46,47,-145.8706
47,48,-138.3837
48,49,-149.454
49,50,-162.4049
50,51,-117.613
51,52,-140.4103
52,53,-151.7728
53,54,-122.0607
54,55,-148.6145
55,56,-134.467
56,57,-138.6788
57,58,-129.6827
58,59,-128.0797
59,60,-138.0644
60,61,-147.0293
61,62,-146.5498
62,63,-157.456
63,64,-142.3215
64,65,-135.9876
65,66,-123.0987
66,67,-154.6454
67,68,-137.0429
68,69,-151.5739
69,70,-154.4076
70,71,-136.0463
71,72,-147.5761
72,73,-168.255
73,74,-145.8274
74,75,-135.7558
75,76,-135.8838
76,77,-133.5652
77,78,-137.5474
78,79,-152.3906
79,80,-160.9532
80,81,-142.0747
81,82,-155.6449
82,83,-166.2492
83,84,-152.1456
84,85,-137.7189
85,86,-157.3981
86,87,-133.6047
87,88,-135.0106
88,89,-151.7867
89,90,-127.4637
90,91,-125.5308
91,92,-121.8061
92,93,-112.7849
93,94,-123.3315
94,95,-120.9359
95,96,-124.5573
96,97,-123.7834
97,98,-111.4463
98,99,-110.1906
99,100,-111.7202
