CV,equilibration_time_ns
0.0,8.6195
0.2,8.9095
0.4,3.9035
0.6,2.3445
0.8,5.0305
1.0,8.9445
1.2,7.6495
1.4,6.5405
1.6,6.2365
1.8,1.4485000000000001
2.0,7.3485000000000005
2.2,9.0005
2.4,7.388
2.6,7.7445
2.8,7.708
3.0,8.22
3.2,8.44
