CV,equilibration_time_ns
0.0,3.7095000000000002
0.2,5.4695
0.4,4.1485
0.6,5.9935
0.8,2.5375
1.0,0.7785
1.2,4.0635
1.4,1.1635
1.6,3.5215
1.8,1.6305
2.0,2.1685
2.2,6.1355
2.4,8.278
2.6,0.9225
