CV,equilibration_time_ns
0.0,5.4445
0.2,4.8285
0.4,8.7885
0.6,8.8515
0.8,8.1465
1.0,5.7825
1.2,8.9925
1.4,6.1035
1.6,1.8875
1.8,5.6605
2.0,4.0005
2.2,8.4155
2.4,3.028
2.6,2.5205
2.8,6.659
3.0,2.978
3.2,7.847
