CV,equilibration_time_ns
0.0,0.515
0.2,0.0
0.4,8.44
0.6,5.308
0.8,6.46
1.0,1.99
1.2,0.012
1.4,6.492
1.6,0.1
1.8,5.444
2.0,7.038
