CV,equilibration_time_ns
0.0,5.969
0.2,7.485
0.4,0.381
0.6,0.966
0.8,8.36
1.0,2.615
1.2,6.578
1.4,7.930000000000001
1.6,8.922
1.8,7.277
2.0,3.581
2.2,2.172
2.4,8.829
2.6,7.804
