,Frame number,HADDOCK score
0,1,-124.3923
1,2,-135.0539
2,3,-162.5728
3,4,-156.7315
4,5,-174.365
5,6,-158.0467
6,7,-151.043
7,8,-149.6788
8,9,-175.1033
9,10,-129.7326
10,11,-135.1793
11,12,-148.8897
12,13,-147.0935
13,14,-142.4346
14,15,-145.488
15,16,-152.4076
16,17,-146.6699
17,18,-145.435
18,19,-156.9704
19,20,-165.6758
20,21,-167.2799
21,22,-180.7148
22,23,-158.7391
23,24,-165.5066
24,25,-173.2163
25,26,-162.2554
26,27,-171.6803
27,28,-158.9118
28,29,-167.4727
29,30,-161.2673
30,31,-156.818
31,32,-144.6245
32,33,-133.7363
33,34,-136.008
34,35,-152.845
35,36,-170.7075
36,37,-169.1833
37,38,-153.1057
38,39,-170.5531
39,40,-152.986
40,41,-155.3587
41,42,-155.244
42,43,-147.7136
43,44,-159.3364
44,45,-150.8296
45,46,-144.6983
46,47,-122.2032
47,48,-121.2196
48,49,-124.4286
49,50,-175.2761
50,51,-144.8741
51,52,-171.1685
52,53,-163.7801
53,54,-171.3549
54,55,-158.6123
55,56,-183.4178
56,57,-154.7058
57,58,-162.0076
58,59,-144.6546
59,60,-154.0274
60,61,-139.9936
61,62,-140.6246
62,63,-152.2498
63,64,-152.9727
64,65,-172.4816
65,66,-153.3631
66,67,-163.6169
67,68,-192.3693
68,69,-184.0107
69,70,-185.7578
70,71,-175.5978
71,72,-176.936
72,73,-190.2849
73,74,-172.0567
74,75,-187.4
75,76,-176.3243
76,77,-193.3853
77,78,-203.6084
78,79,-179.0457
79,80,-198.9832
80,81,-196.3829
81,82,-175.6214
82,83,-183.2926
83,84,-176.8647
84,85,-185.9899
85,86,-179.6547
86,87,-190.7376
87,88,-181.9227
88,89,-170.5365
89,90,-167.9972
90,91,-187.9101
91,92,-164.6974
92,93,-162.972
93,94,-162.8797
94,95,-168.865
95,96,-144.9153
96,97,-144.1357
97,98,-158.7645
98,99,-153.5132
99,100,-137.6423
