sampling_time_ns,dg_repeat1,dg_repeat2,dg_repeat3,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
1,-0.1260886041682452,-0.1372897371793838,-0.1345127675878634,-0.13263036964516414,0.005833001945337723,0.0033676852433243455
2,-0.1099330649775302,-0.1564764391044966,-0.1329144958410807,-0.13310799997436917,0.023272290425909756,0.013436263142058149
3,-0.1198679834647389,-0.1636840389567987,-0.1271286816123912,-0.13689356801130959,0.02348353539202844,0.013558225480111725
4,-0.1282961878065287,-0.1594412348547365,-0.1300314339557013,-0.13925628553898883,0.017502197118048665,0.01010489821751529
5,-0.1291813097701863,-0.1644854196760614,-0.1388481690192948,-0.1441716328218475,0.0182441632914295,0.01053327258744631
