,Frame number,HADDOCK score
0,1,-42.2245
1,2,-44.1426
2,3,-48.3783
3,4,-46.367
4,5,-43.7215
5,6,-40.8267
6,7,-51.1096
7,8,-55.6537
8,9,-55.0803
9,10,-47.8043
10,11,-53.7621
11,12,-48.9509
12,13,-52.1845
13,14,-62.4986
14,15,-60.7261
15,16,-53.063
16,17,-63.6179
17,18,-57.419
18,19,-56.4684
19,20,-61.0626
20,21,-62.0366
21,22,-60.5629
22,23,-63.9669
23,24,-67.0259
24,25,-72.6167
25,26,-69.7098
26,27,-69.0486
27,28,-81.6819
28,29,-94.5381
29,30,-82.0673
30,31,-78.7155
31,32,-70.7602
32,33,-101.8922
33,34,-100.2802
34,35,-99.3326
35,36,-100.928
36,37,-108.0122
37,38,-109.3564
38,39,-104.1885
39,40,-101.6942
40,41,-86.6708
41,42,-73.8977
42,43,-72.2009
43,44,-87.5121
44,45,-84.8379
45,46,-75.1795
46,47,-64.4643
47,48,-71.86
48,49,-74.7547
49,50,-70.4879
50,51,-77.5796
51,52,-75.0252
52,53,-81.0714
53,54,-87.0622
54,55,-76.2578
55,56,-80.071
56,57,-81.6251
57,58,-84.1269
58,59,-90.4979
59,60,-75.2555
60,61,-68.5822
61,62,-73.1609
62,63,-82.1675
63,64,-86.594
64,65,-83.4113
65,66,-81.5449
66,67,-85.9495
67,68,-84.8258
68,69,-78.7103
69,70,-67.5346
70,71,-63.0237
71,72,-82.3062
72,73,-79.5008
73,74,-82.8347
74,75,-70.1249
75,76,-80.5361
76,77,-79.43
77,78,-85.6022
78,79,-75.0226
79,80,-80.2552
80,81,-71.096
81,82,-75.7551
82,83,-86.3272
83,84,-86.0953
84,85,-70.8665
85,86,-77.2164
86,87,-81.4989
87,88,-78.5546
88,89,-82.8892
89,90,-65.0397
90,91,-71.335
91,92,-68.3481
92,93,-71.0299
93,94,-61.8729
94,95,-62.5583
95,96,-57.8587
96,97,-61.7724
97,98,-70.1842
98,99,-59.5124
99,100,-55.9732
