CV,equilibration_time_ns
0.0,4.764
0.2,7.289000000000001
0.4,5.03
0.6,2.033
0.8,2.9410000000000003
1.0,1.742
1.2,6.11
1.4,6.094
1.6,2.202
1.8,7.598
2.0,3.236
2.2,6.92
2.4,8.944
2.6,7.772
2.8,8.02
3.0,5.84
3.2,7.215
