CV,equilibration_time_ns
0.0,0.9995
0.2,2.4155
0.4,0.34750000000000003
0.6,3.5435
0.8,2.1685
1.0,7.7505
1.2,6.2185
1.4,0.7375
1.6,0.4255
1.8,0.7695
2.0,3.9945
2.2,4.6235
2.4,1.343
2.6,5.5785
2.8,1.176
3.0,5.892
3.2,5.777
