CV,equilibration_time_ns
0.0,9.0005
0.2,5.8555
0.4,8.5185
0.6,8.8785
0.8,8.1535
1.0,0.4945
1.2,6.4775
1.4,4.4865
1.6,9.0005
1.8,4.4605
2.0,1.4775
2.2,8.9495
2.4,6.049
2.6,8.6685
2.8,6.261
3.0,6.694500000000001
3.2,8.373
