CV,equilibration_time_ns
0.0,1.8415000000000001
0.2,0.6895
0.4,2.9325
0.6,8.0745
0.8,5.9735000000000005
1.0,4.9115
1.2,8.5635
1.4,5.2075000000000005
1.6,4.1485
1.8,2.7315
2.0,5.8435
2.2,4.0785
2.4,5.03
2.6,0.41250000000000003
