,Frame number,HADDOCK score
0,1,-86.3863
1,2,-84.8139
2,3,-66.8673
3,4,-76.8736
4,5,-65.6142
5,6,-73.1753
6,7,-69.2829
7,8,-71.0064
8,9,-68.8008
9,10,-78.8707
10,11,-64.6393
11,12,-69.209
12,13,-80.0143
13,14,-71.3116
14,15,-84.3561
15,16,-75.3849
16,17,-87.5378
17,18,-71.4884
18,19,-81.2737
19,20,-75.7297
20,21,-85.049
21,22,-70.7181
22,23,-69.1831
23,24,-76.64
24,25,-85.7027
25,26,-71.8764
26,27,-73.8933
27,28,-86.321
28,29,-78.7875
29,30,-81.8407
30,31,-81.8235
31,32,-75.0138
32,33,-88.2962
33,34,-79.1766
34,35,-80.5703
35,36,-77.291
36,37,-78.9347
37,38,-81.3908
38,39,-82.6286
39,40,-79.5082
40,41,-75.6197
41,42,-68.3122
42,43,-72.6829
43,44,-68.2224
44,45,-79.9242
45,46,-87.3802
46,47,-69.3026
47,48,-66.6719
48,49,-76.7774
49,50,-75.951
50,51,-74.7455
51,52,-77.6414
52,53,-65.5854
53,54,-80.6046
54,55,-72.6906
55,56,-70.5425
56,57,-78.0991
57,58,-71.7108
58,59,-75.9403
59,60,-70.8064
60,61,-89.0979
61,62,-83.0185
62,63,-87.5831
63,64,-79.9917
64,65,-84.84
65,66,-88.3857
66,67,-81.9529
67,68,-84.1128
68,69,-84.8756
69,70,-73.4764
70,71,-79.6329
71,72,-83.9602
72,73,-76.5856
73,74,-79.7978
74,75,-82.6528
75,76,-79.1131
76,77,-84.9001
77,78,-79.298
78,79,-78.1574
79,80,-79.4457
80,81,-83.9083
81,82,-82.4451
82,83,-80.8476
83,84,-83.6148
84,85,-81.71
85,86,-82.4031
86,87,-90.5666
87,88,-81.938
88,89,-86.3957
89,90,-67.865
90,91,-80.0461
91,92,-84.4759
92,93,-82.3388
93,94,-90.0194
94,95,-76.856
95,96,-82.7952
96,97,-87.4257
97,98,-88.8149
98,99,-72.4116
99,100,-71.4525
