,Frame number,HADDOCK score
0,1,-150.9336
1,2,-157.4199
2,3,-155.5273
3,4,-156.9966
4,5,-139.6705
5,6,-156.1643
6,7,-161.7999
7,8,-168.7917
8,9,-168.201
9,10,-147.4766
10,11,-170.1333
11,12,-167.7111
12,13,-149.6051
13,14,-169.4472
14,15,-153.2996
15,16,-165.4795
16,17,-152.844
17,18,-156.6999
18,19,-161.5774
19,20,-150.2019
20,21,-142.1006
21,22,-164.9813
22,23,-161.2759
23,24,-173.255
24,25,-156.9597
25,26,-155.4731
26,27,-161.1161
27,28,-148.5749
28,29,-155.5591
29,30,-175.2849
30,31,-161.2518
31,32,-160.873
32,33,-141.3231
33,34,-153.377
34,35,-158.2258
35,36,-163.5439
36,37,-167.1939
37,38,-159.1391
38,39,-120.6026
39,40,-134.6157
40,41,-140.2163
41,42,-144.9808
42,43,-141.3174
43,44,-162.7966
44,45,-156.1181
45,46,-153.2044
46,47,-158.6627
47,48,-147.384
48,49,-133.7236
49,50,-152.3607
50,51,-155.2332
51,52,-147.3297
52,53,-153.3645
53,54,-150.3456
54,55,-160.0838
55,56,-146.046
56,57,-154.2822
57,58,-162.2276
58,59,-142.9466
59,60,-155.0963
60,61,-162.0043
61,62,-156.4768
62,63,-172.3919
63,64,-151.0621
64,65,-155.932
65,66,-135.3763
66,67,-138.8957
67,68,-151.3623
68,69,-134.2685
69,70,-165.7823
70,71,-141.2296
71,72,-151.9786
72,73,-149.3717
73,74,-158.7649
74,75,-149.8277
75,76,-147.8662
76,77,-137.171
77,78,-156.6853
78,79,-121.7907
79,80,-154.1002
80,81,-148.5915
81,82,-146.6446
82,83,-154.7554
83,84,-141.2454
84,85,-164.1884
85,86,-146.439
86,87,-174.9374
87,88,-171.5691
88,89,-155.7774
89,90,-127.4392
90,91,-146.6024
91,92,-159.7068
92,93,-167.0867
93,94,-152.542
94,95,-160.9426
95,96,-160.6883
96,97,-129.8021
97,98,-129.5995
98,99,-143.9768
99,100,-158.7721
