CV,equilibration_time_ns
0.0,3.2245
0.2,3.3325
0.4,8.4115
0.6,8.7405
0.8,8.8185
1.0,1.1165
1.2,8.1945
1.4,9.0005
1.6,6.2525
1.8,6.9405
2.0,8.6045
2.2,1.0705
2.4,8.74
2.6,4.8885000000000005
2.8,8.33
3.0,8.622
3.2,7.5600000000000005
