CV,equilibration_time_ns
0.0,1.175
0.2,0.926
0.4,6.752
0.6,8.711
0.8,4.489
1.0,0.298
1.2,1.641
1.4,0.6880000000000001
1.6,8.288
1.8,1.091
2.0,5.718
2.2,5.62
2.4,0.6880000000000001
