CV,equilibration_time_ns
0.0,4.6665
0.2,2.4435000000000002
0.4,3.5535
0.6,0.8445
0.8,1.2115
1.0,0.9385
1.2,0.9995
1.4,0.8805000000000001
1.6,1.0705
1.8,1.0125
2.0,0.6885
2.2,0.6885
2.4,0.501
2.6,6.6305000000000005
