sampling_time_ns,dg_repeat1,dg_repeat2,dg_repeat3,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,-18.88347226866113,-19.137586435508627,-18.534302194103574,-18.85178696609111,0.30288766528390154,0.17487227508587783
12,-18.082078051739323,-19.69110228133873,-18.501263302674516,-18.75814787858419,0.8347047423279144,0.4819170076768786
14,-17.705194780738054,-19.575980080665957,-18.487217118963358,-18.58946399345579,0.9395744925838433,0.542463586216988
16,-18.317240612285925,-19.102794528629826,-18.69589635025173,-18.705310497055827,0.39286156402840783,0.22681872974605868
18,-18.88522209858392,-18.87689191815586,-19.456620754921016,-19.0729115905536,0.3323279857176448,0.19186965201332837
20,-19.674695066535094,-18.58497672555298,-20.05489152922451,-19.43818777377086,0.762964060202823,0.44049750554010975
22,-19.948122024097295,-18.445408828974376,-20.43927381992432,-19.610934890998664,1.0388194128814743,0.5997626676665282
24,-20.15278277096857,-18.69690709921391,-20.995055039119947,-19.948248303100808,1.1626464423172904,0.6712542364442484
26,-20.43904084539216,-18.724608490040957,-21.0822811429782,-20.081976826137108,1.218719048832406,0.7036277709099144
28,-20.832478278392887,-18.91449511473367,-21.328046987158448,-20.358340126761664,1.2747209107665458,0.7359604609727102
30,-21.32808454230218,-19.40546470079554,-21.5551878654086,-20.762912369502107,1.181055506654604,0.6818827146949256
