,Frame number,HADDOCK score
0,1,-182.2314
1,2,-188.6764
2,3,-185.2149
3,4,-186.8334
4,5,-201.4487
5,6,-169.1336
6,7,-186.7172
7,8,-164.594
8,9,-199.8093
9,10,-162.6186
10,11,-180.2816
11,12,-193.692
12,13,-192.4251
13,14,-179.1156
14,15,-189.4347
15,16,-159.8773
16,17,-189.4594
17,18,-176.1401
18,19,-171.3212
19,20,-178.5723
20,21,-205.599
21,22,-178.9744
22,23,-188.8004
23,24,-207.5099
24,25,-204.5294
25,26,-218.9401
26,27,-206.895
27,28,-202.7232
28,29,-192.8762
29,30,-214.3291
30,31,-208.8171
31,32,-211.1012
32,33,-201.164
33,34,-211.5739
34,35,-220.2236
35,36,-212.5882
36,37,-189.9408
37,38,-182.6879
38,39,-209.4878
39,40,-216.1432
40,41,-211.6415
41,42,-224.2162
42,43,-219.8523
43,44,-202.9231
44,45,-224.4167
45,46,-206.5147
46,47,-192.9644
47,48,-183.5814
48,49,-204.6521
49,50,-203.4715
50,51,-216.2535
51,52,-226.3055
52,53,-192.7095
53,54,-199.2746
54,55,-202.2072
55,56,-186.3605
56,57,-198.6982
57,58,-202.3765
58,59,-184.5552
59,60,-189.2747
60,61,-208.3216
61,62,-221.7885
62,63,-200.6512
63,64,-207.1414
64,65,-207.1222
65,66,-201.7534
66,67,-178.4212
67,68,-200.9855
68,69,-191.367
69,70,-202.7347
70,71,-195.6864
71,72,-187.4582
72,73,-193.072
73,74,-192.1422
74,75,-185.8963
75,76,-194.6902
76,77,-181.7554
77,78,-201.5053
78,79,-181.4511
79,80,-189.4956
80,81,-205.7233
81,82,-184.0417
82,83,-180.8087
83,84,-200.3249
84,85,-207.2862
85,86,-201.6357
86,87,-203.3298
87,88,-205.7454
88,89,-205.124
89,90,-191.523
90,91,-206.7672
91,92,-204.1871
92,93,-187.6224
93,94,-175.5284
94,95,-179.1747
95,96,-187.0586
96,97,-202.9106
97,98,-157.7213
98,99,-175.1088
99,100,-157.3673
