CV,equilibration_time_ns
0.0,8.9525
0.2,8.4425
0.4,8.0325
0.6,8.5185
0.8,7.952500000000001
1.0,1.8885
1.2,3.1945
1.4,5.4665
1.6,5.0305
1.8,6.4905
2.0,8.9445
2.2,8.8785
2.4,8.452
2.6,8.8785
