sampling_time_ns,dg_kcal_mol
10,-20.451863188245603
12,-20.30353237486165
14,-20.05940918071512
16,-19.73285126470242
18,-19.58686700046353
20,-20.022035146690254
22,-20.181757311333143
24,-20.54263851573071
26,-20.87628650533705
28,-20.856040355545446
30,-21.18812196080146
