CV,equilibration_time_ns
0.0,4.2435
0.2,0.7135
0.4,1.8635
0.6,8.1085
0.8,3.1945
1.0,0.6885
1.2,1.8105
1.4,2.9685
1.6,0.6905
1.8,9.0005
2.0,6.3415
2.2,6.460500000000001
2.4,0.88
2.6,4.2275
2.8,8.81
3.0,7.838
3.2,2.703
3.4,7.3260000000000005
3.6,1.444
3.8,2.168
4.0,8.892
4.2,2.023
4.4,9.0
4.6,4.45
