sampling_time_ns,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,4.565919044752158,0.237071605033297,0.13687335498319067
12,4.730412785887347,0.19060108728114558,0.11004358904960476
14,4.8481586447964835,0.1763345086443347,0.10180677603322703
16,4.937095700864109,0.14429419022564283,0.08330828956927396
18,5.037160935292816,0.13764948519540388,0.07947196733137984
20,5.173379281448742,0.13424253541136583,0.07750496395644993
