,Frame number,HADDOCK score
0,1,-113.5491
1,2,-97.8231
2,3,-113.2155
3,4,-101.791
4,5,-99.9377
5,6,-107.9229
6,7,-99.356
7,8,-88.8298
8,9,-74.8191
9,10,-81.8613
10,11,-65.0072
11,12,-92.4799
12,13,-75.7592
13,14,-86.941
14,15,-103.4423
15,16,-73.0405
16,17,-87.8317
17,18,-98.4807
18,19,-80.8973
19,20,-67.9014
20,21,-72.2084
21,22,-99.9988
22,23,-94.7987
23,24,-67.9002
24,25,-92.6096
25,26,-74.4149
26,27,-86.3515
27,28,-73.7963
28,29,-70.6295
29,30,-82.6283
30,31,-75.798
31,32,-101.2913
32,33,-79.9886
33,34,-81.03
34,35,-76.4265
35,36,-91.2628
36,37,-95.5112
37,38,-91.3058
38,39,-81.708
39,40,-75.5638
40,41,-79.8161
41,42,-89.58
42,43,-92.7067
43,44,-91.6224
44,45,-83.8987
45,46,-88.6402
46,47,-107.0259
47,48,-110.5292
48,49,-101.0252
49,50,-84.6826
50,51,-89.6863
51,52,-92.2342
52,53,-111.1885
53,54,-102.8216
54,55,-97.2107
55,56,-103.1281
56,57,-95.6472
57,58,-108.4253
58,59,-108.1421
59,60,-117.6362
60,61,-101.6432
61,62,-106.6454
62,63,-105.9315
63,64,-100.3321
64,65,-98.6376
65,66,-108.9059
66,67,-116.2092
67,68,-125.0104
68,69,-134.0721
69,70,-131.0145
70,71,-115.9201
71,72,-133.4232
72,73,-116.2281
73,74,-121.7302
74,75,-125.3323
75,76,-129.4213
76,77,-123.0924
77,78,-99.0015
78,79,-111.2567
79,80,-114.9853
80,81,-118.6964
81,82,-128.0668
82,83,-138.6563
83,84,-140.3391
84,85,-126.2315
85,86,-121.8054
86,87,-118.5221
87,88,-123.3878
88,89,-131.5398
89,90,-128.8276
90,91,-109.9938
91,92,-111.7769
92,93,-129.3888
93,94,-120.219
94,95,-114.7957
95,96,-130.5848
96,97,-127.7109
97,98,-137.8416
98,99,-141.7704
99,100,-133.951
