,Frame number,HADDOCK score
0,1,-204.0221
1,2,-173.9903
2,3,-146.3585
3,4,-192.9706
4,5,-164.1362
5,6,-157.5645
6,7,-196.064
7,8,-169.1954
8,9,-153.0854
9,10,-163.372
10,11,-174.7873
11,12,-178.4728
12,13,-187.8535
13,14,-162.3629
14,15,-186.0901
15,16,-169.4861
16,17,-182.7066
17,18,-191.9949
18,19,-169.429
19,20,-174.4509
20,21,-145.7375
21,22,-171.6415
22,23,-172.0846
23,24,-171.3113
24,25,-177.2052
25,26,-163.6032
26,27,-147.2298
27,28,-170.0139
28,29,-177.17
29,30,-195.9311
30,31,-178.1159
31,32,-171.3299
32,33,-164.7962
33,34,-168.676
34,35,-187.1681
35,36,-190.5872
36,37,-177.2654
37,38,-183.7521
38,39,-171.9086
39,40,-163.8308
40,41,-173.1096
41,42,-144.7794
42,43,-153.2256
43,44,-141.1641
44,45,-172.7697
45,46,-151.774
46,47,-148.471
47,48,-142.2365
48,49,-152.8423
49,50,-155.3518
50,51,-107.0015
51,52,-138.8528
52,53,-148.8485
53,54,-146.9227
54,55,-128.9528
55,56,-172.1437
56,57,-147.5348
57,58,-135.3852
58,59,-150.0851
59,60,-137.6431
60,61,-135.0584
61,62,-145.3988
62,63,-160.1554
63,64,-156.8221
64,65,-157.0948
65,66,-162.1904
66,67,-161.2622
67,68,-181.2472
68,69,-154.4872
69,70,-136.2543
70,71,-175.0464
71,72,-168.1648
72,73,-140.2363
73,74,-168.7039
74,75,-179.0726
75,76,-170.0125
76,77,-184.3853
77,78,-185.3849
78,79,-160.5695
79,80,-159.2868
80,81,-175.3941
81,82,-154.8083
82,83,-171.9046
83,84,-153.4525
84,85,-185.3812
85,86,-171.4638
86,87,-148.1384
87,88,-192.78
88,89,-176.2265
89,90,-168.3959
90,91,-195.7903
91,92,-172.2926
92,93,-155.3841
93,94,-143.9436
94,95,-177.4012
95,96,-155.3395
96,97,-185.6534
97,98,-169.2852
98,99,-176.1402
99,100,-155.9997
