sampling_time_ns,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,1.9511773742717466,0.062210077802318124,0.03591700516547593
12,1.9764906674677392,0.06955425938594201,0.040157170379758675
14,2.002199940475401,0.07529328000600614,0.04347059547963752
16,2.021455304182941,0.08337196335062544,0.04813482548335121
18,2.0302859434766884,0.08825507024083795,0.05095408856089712
20,2.035183374464103,0.09336608404210132,0.053904933754888425
