,Frame number,HADDOCK score
0,1,-59.6368
1,2,-62.5985
2,3,-62.4577
3,4,-54.608
4,5,-62.0692
5,6,-64.9831
6,7,-51.5792
7,8,-49.1002
8,9,-54.6194
9,10,-47.8385
10,11,-52.9849
11,12,-51.3346
12,13,-62.3082
13,14,-65.5279
14,15,-45.7867
15,16,-58.28
16,17,-55.9671
17,18,-61.7275
18,19,-60.6448
19,20,-61.2945
20,21,-64.0449
21,22,-63.7852
22,23,-69.5211
23,24,-61.0579
24,25,-66.9817
25,26,-65.4029
26,27,-66.0011
27,28,-64.1695
28,29,-72.1942
29,30,-50.2509
30,31,-61.6636
31,32,-67.5242
32,33,-57.4032
33,34,-61.7639
34,35,-50.9101
35,36,-62.4402
36,37,-64.0809
37,38,-66.0463
38,39,-67.2578
39,40,-68.465
40,41,-63.974
41,42,-77.5542
42,43,-65.7419
43,44,-76.5121
44,45,-63.3046
45,46,-77.1792
46,47,-64.1036
47,48,-71.9761
48,49,-72.1208
49,50,-65.9779
50,51,-71.1951
51,52,-69.0467
52,53,-65.2387
53,54,-63.0842
54,55,-64.0187
55,56,-68.5554
56,57,-74.1086
57,58,-71.7246
58,59,-70.6108
59,60,-65.0198
60,61,-60.1715
61,62,-56.8052
62,63,-56.0391
63,64,-62.9653
64,65,-65.031
65,66,-60.6102
66,67,-57.1687
67,68,-71.0094
68,69,-60.7517
69,70,-68.3775
70,71,-67.4538
71,72,-78.6014
72,73,-65.3898
73,74,-57.9781
74,75,-74.6193
75,76,-71.8562
76,77,-63.4164
77,78,-78.8308
78,79,-83.2743
79,80,-81.8731
80,81,-76.1594
81,82,-73.3399
82,83,-62.0839
83,84,-59.9681
84,85,-74.5792
85,86,-74.9706
86,87,-82.0891
87,88,-83.1513
88,89,-84.6929
89,90,-78.1589
90,91,-71.7177
91,92,-72.7471
92,93,-74.3151
93,94,-75.2298
94,95,-72.9528
95,96,-75.0709
96,97,-68.9718
97,98,-74.6922
98,99,-74.0264
99,100,-74.5871
