,Frame number,HADDOCK score
0,1,-119.1063
1,2,-119.6804
2,3,-119.2568
3,4,-136.3189
4,5,-112.8544
5,6,-116.4306
6,7,-138.4024
7,8,-131.1716
8,9,-137.9837
9,10,-131.0457
10,11,-129.803
11,12,-122.3755
12,13,-104.177
13,14,-113.6402
14,15,-113.9091
15,16,-112.6761
16,17,-131.2718
17,18,-139.6877
18,19,-116.3136
19,20,-125.0724
20,21,-156.0918
21,22,-140.2799
22,23,-124.1809
23,24,-125.6498
24,25,-103.3287
25,26,-129.9868
26,27,-108.3374
27,28,-114.5977
28,29,-94.1492
29,30,-99.7994
30,31,-120.3207
31,32,-137.9462
32,33,-136.3044
33,34,-119.4137
34,35,-97.0964
35,36,-111.044
36,37,-114.0829
37,38,-104.6667
38,39,-118.344
39,40,-112.2239
40,41,-121.5283
41,42,-101.2089
42,43,-101.6081
43,44,-102.6317
44,45,-104.2649
45,46,-106.7691
46,47,-109.6572
47,48,-97.048
48,49,-115.9149
49,50,-111.8701
50,51,-98.6399
51,52,-112.6944
52,53,-102.8403
53,54,-90.4065
54,55,-109.7029
55,56,-108.1997
56,57,-103.1763
57,58,-91.3163
58,59,-116.2327
59,60,-111.2857
60,61,-118.5571
61,62,-114.2905
62,63,-106.027
63,64,-115.0013
64,65,-108.0089
65,66,-126.9536
66,67,-98.8552
67,68,-99.8845
68,69,-114.3001
69,70,-108.7583
70,71,-91.3188
71,72,-96.1567
72,73,-94.9183
73,74,-118.4453
74,75,-114.0183
75,76,-117.2704
76,77,-121.5737
77,78,-112.9166
78,79,-107.6368
79,80,-91.9071
80,81,-104.3516
81,82,-114.9584
82,83,-116.3388
83,84,-106.3294
84,85,-94.0571
85,86,-100.9485
86,87,-90.9082
87,88,-101.3246
88,89,-107.734
89,90,-95.3524
90,91,-114.971
91,92,-93.7707
92,93,-106.6493
93,94,-95.3284
94,95,-121.3046
95,96,-105.2087
96,97,-101.6197
97,98,-119.9309
98,99,-91.7713
99,100,-113.9445
