sampling_time_ns,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,-3.8404481395657357,0.11693231158134794,0.06751090156845643
12,-3.877573681768735,0.16043260115838678,0.09262580546558648
14,-3.938623830717449,0.21662964254803987,0.12507118243956322
16,-3.9866214244144147,0.2240836369132731,0.12937474809286859
18,-4.030753446514551,0.24032497555193433,0.13875168932789952
20,-4.0842656019467425,0.25936836933129637,0.14974639785269825
