CV,equilibration_time_ns
0.0,9.0005
0.2,2.7485
0.4,3.8835
0.6,8.9475
0.8,7.5195
1.0,8.8105
1.2,7.2505
1.4,4.5425
1.6,3.7035
1.8,5.6155
2.0,8.5185
2.2,2.4255
2.4,8.638
2.6,4.1485
2.8,8.834
3.0,5.444
3.2,8.456
