,Frame number,HADDOCK score
0,1,-147.186
1,2,-139.3252
2,3,-142.4982
3,4,-160.6526
4,5,-155.9106
5,6,-164.2924
6,7,-160.2739
7,8,-153.683
8,9,-137.3877
9,10,-157.3564
10,11,-153.2736
11,12,-158.0764
12,13,-150.2912
13,14,-131.3247
14,15,-139.4877
15,16,-144.6228
16,17,-151.8431
17,18,-151.3886
18,19,-147.8822
19,20,-135.5984
20,21,-152.0961
21,22,-132.2632
22,23,-167.5389
23,24,-142.8429
24,25,-154.503
25,26,-144.8487
26,27,-141.9419
27,28,-157.2796
28,29,-138.0175
29,30,-154.7362
30,31,-174.0446
31,32,-153.7807
32,33,-143.1449
33,34,-131.5223
34,35,-137.4305
35,36,-153.8086
36,37,-149.4819
37,38,-156.8261
38,39,-143.3392
39,40,-155.3669
40,41,-154.8982
41,42,-147.8283
42,43,-165.3962
43,44,-158.9301
44,45,-156.8721
45,46,-168.7887
46,47,-142.2468
47,48,-153.4963
48,49,-169.6981
49,50,-159.9342
50,51,-150.9692
51,52,-156.1092
52,53,-146.1488
53,54,-146.0553
54,55,-114.7775
55,56,-137.8449
56,57,-159.9101
57,58,-152.6235
58,59,-165.4963
59,60,-167.3179
60,61,-180.387
61,62,-156.7752
62,63,-172.1858
63,64,-155.1256
64,65,-136.6396
65,66,-139.5876
66,67,-157.3739
67,68,-141.3947
68,69,-152.3657
69,70,-151.6589
70,71,-145.5017
71,72,-146.2801
72,73,-131.9592
73,74,-141.0088
74,75,-151.8245
75,76,-162.7582
76,77,-155.9953
77,78,-160.0552
78,79,-146.8901
79,80,-148.651
80,81,-129.8023
81,82,-164.5072
82,83,-154.1771
83,84,-161.9527
84,85,-162.7544
85,86,-154.9999
86,87,-141.1867
87,88,-160.0368
88,89,-162.4454
89,90,-177.18
90,91,-163.1573
91,92,-152.5835
92,93,-181.2023
93,94,-167.7811
94,95,-165.9899
95,96,-161.7298
96,97,-168.5849
97,98,-146.2018
98,99,-144.5832
99,100,-136.1818
