CV,equilibration_time_ns
0.0,8.0245
0.2,5.7875000000000005
0.4,1.2585
0.6,4.4735000000000005
0.8,5.4245
1.0,3.8385000000000002
1.2,6.2565
1.4,7.4165
1.6,8.5515
1.8,3.0285
2.0,8.2785
2.2,2.4335
2.4,2.1685
2.6,7.7805
2.8,4.9065
3.0,6.1525
3.2,7.2605
3.4,8.8785
3.6,1.3635
3.8,3.5455
4.0,2.0125
