sampling_time_ns,dg_repeat1,dg_repeat2,dg_repeat3,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,-20.721238059616987,-16.768628455210486,-17.779610486128913,-18.423159000318794,2.053386638896492,1.1855233287172706
12,-20.036513150711965,-17.584351500725763,-18.21363086349904,-18.611498504978922,1.2735769252457176,0.735299980624311
14,-19.42296639999709,-18.04487203193565,-18.137872444246277,-18.53523695872634,0.7702012333453164,0.44467588940210023
16,-18.888521353893147,-18.42828203102085,-17.76322043143158,-18.36000793878186,0.5657486679405498,0.32663514572914865
18,-18.498739395992136,-18.65769546474658,-17.592014685575528,-18.249483182104747,0.5749046667881225,0.3319213641284946
20,-18.419125572510996,-18.877937626012294,-17.81060485201817,-18.369222683513822,0.5354134256424623,0.3091210854224153
22,-18.62870922077665,-18.86253259413541,-18.27725503328396,-18.589498949398674,0.2946023418868325,0.1700887413922569
24,-18.780194099738445,-19.150519176634823,-19.05047057930022,-18.993727951891163,0.1915723361253903,0.11060433983127956
26,-18.89754856439155,-19.36391789815611,-19.57813793198209,-19.279868131509918,0.3479924485880164,0.20091353386824828
28,-19.215594009447223,-19.63080333699745,-19.88812868003231,-19.578175342158996,0.33934201061065977,0.19591920117341327
30,-19.39147969290324,-19.970364483039777,-20.30307778510521,-19.88830732034941,0.4613055428760456,0.26633487935815137
