,Frame number,HADDOCK score
0,1,-129.2725
1,2,-123.3862
2,3,-150.6099
3,4,-153.0675
4,5,-130.495
5,6,-132.3837
6,7,-130.8755
7,8,-114.8808
8,9,-135.4119
9,10,-134.1855
10,11,-142.4323
11,12,-134.8528
12,13,-139.8265
13,14,-146.523
14,15,-139.1446
15,16,-142.5372
16,17,-144.2137
17,18,-142.2659
18,19,-148.0127
19,20,-146.717
20,21,-138.7709
21,22,-123.189
22,23,-138.5305
23,24,-131.3719
24,25,-156.2059
25,26,-149.6813
26,27,-133.4672
27,28,-127.308
28,29,-135.3775
29,30,-122.157
30,31,-131.4388
31,32,-125.2576
32,33,-144.7092
33,34,-133.1581
34,35,-143.1132
35,36,-138.7793
36,37,-134.5238
37,38,-135.658
38,39,-129.3348
39,40,-151.5161
40,41,-154.6725
41,42,-149.6462
42,43,-139.7025
43,44,-129.4898
44,45,-123.2302
45,46,-142.924
46,47,-128.7904
47,48,-144.5606
48,49,-144.0409
49,50,-139.8855
50,51,-144.9056
51,52,-143.4141
52,53,-118.4902
53,54,-135.1737
54,55,-129.2405
55,56,-146.166
56,57,-157.0277
57,58,-136.6445
58,59,-145.5114
59,60,-151.3501
60,61,-158.9163
61,62,-138.0926
62,63,-149.3499
63,64,-146.2429
64,65,-145.753
65,66,-162.8634
66,67,-145.3872
67,68,-160.3919
68,69,-138.5185
69,70,-154.2005
70,71,-136.1883
71,72,-149.8786
72,73,-118.2821
73,74,-144.327
74,75,-147.5427
75,76,-132.0879
76,77,-156.9355
77,78,-130.4223
78,79,-129.6668
79,80,-144.7772
80,81,-122.3537
81,82,-151.7613
82,83,-148.5331
83,84,-132.1101
84,85,-131.3024
85,86,-136.7214
86,87,-140.8934
87,88,-165.1381
88,89,-156.6648
89,90,-164.2385
90,91,-152.3707
91,92,-129.7296
92,93,-132.0584
93,94,-140.902
94,95,-142.6813
95,96,-140.2021
96,97,-124.776
97,98,-142.4695
98,99,-137.838
99,100,-131.8315
